rating,review,name,address
3,"We came here initially due to the great reviews from out of town but quite disappointed in their pizza and ambience. We ordered the mushroom pizza and the margherita pizza, which were both burnt at the bottom and crust. The staff service was okay. Was expecting a better experience with the high rating.",Tapestry,"69 Kilmarnock St Boston, MA 02215"
5,"I LOVED the brunch here. I have dreams about it. It's a beautiful, airy space and the food is dynamite.They've changed the menu since I went, but this is what we got: -Kouign amann breakfast sandwich: Kouign amann is a flaky, buttery, caramelized French pastry (go to Tatte to get one!), and this came with ham, cheese, and egg. Sinfully good.-Pancakes: I believe it was caramelized pineapple or something similar when I went, but it changes. It's a super thick pancake (it looks like one of those rice cooker pancakes except not quite as thick), soaked in syrup and butter. It is one of the most unique pancakes I've ever had, and it was fantastic.-Donuts: Oh, the donuts. These are the ones I dream about. The flavors are constantly changing, but we got orange cream and Samoa/Caramel deLite-flavored donuts. They were soft and delicious and thiccccccI think I should go back now.",Tapestry,"69 Kilmarnock St Boston, MA 02215"
3,"We went here for brunch after I ran the BAA half; it was good food and a cute spot, but the menu was pretty limited for someone who was vegan (my roommate), dairy and gluten free (me), and allergic to nuts (another roommate). We did make it work; the food was good but not fantastic. My roommates got donuts that they loved though!I would definitely give this place another chance for dinner or for drinks; I think also for pizza aka for those who aren't gluten and dairy free, this place would be great.",Tapestry,"69 Kilmarnock St Boston, MA 02215"
2,"The restaurant - once you walk through it's seemingly random and completely opposite brother bar - is beautiful. Great decor and vibes and much nicer than the entrance lets on. However, the restaurant was freezing - the fireplace merely a facade. The food was mediocre at best. We all should have gotten the pancakes, which were great. The donut holes were dry and hard and tasted like they had been sitting out for a day or so. The huevos rancheros and shakshuka both came highly recommended but were incredibly salty and lacked any other flavor. We also waited almost an hour for our food - do not come hungry.. Our server was wonderful and the bloody mary was excellent. Overall, after the ill-advised hype and a two+ hour brunch that should have been an hour max it was not worth the price and I would not make the trip to go back. Maybe just hit it for drinks before a game!",Tapestry,"69 Kilmarnock St Boston, MA 02215"
3,Mehhh we are visiting from Florida and we were in town for the game and met some family for a quick bite .... creative on the dishes ... pizza came out burnt ! My burger was just warm and crisp on the Out side really no flavor ... mehhh just ok,Tapestry,"69 Kilmarnock St Boston, MA 02215"
4,"I really like the concept. The more casual bar w/ fun bar games/game watching up front, and the ""explorer theme"" more fancy (though still casual) back. The Club Room.The small plates were amazing. The quinoa and pork bowl, the quoahog, the chicken dish (WOW) and pork/shrimp wontons were all really, really good. Probably only knocking a star off because it's definitely a tad pricey for the small plates. Not crazy, but a little expensive. Love how quiet that part of The Fenway is...will be back for sure",Tapestry,"69 Kilmarnock St Boston, MA 02215"
1,"I have never been to this place and will make sure I never step foot in this place as long as current owner/manager remains. All it takes is one scenario to play out in which the customer is dissatisfied to loose other potential customers. That is why its so important to be professional as an owner, but apparently not this one! My husband's cousin who is one of the sweetest person I know was at this establishment to celebrate her sister's boyfriend's birthday and when she ordered a drink was asked for an ID. She presented her ID and was told it was fake. (she is close to being 30!) She asked to speak to the manager and she was rude to the point of even using profanity. All I know is that at the end of the story the cops came to prove this was a legitimate ID and a report was filed. This story made me pretty upset and that is why I am sharing this here. I hope the owner/manager learns her lesson that customers should be treated better. The word is out this place is not so nice and I also hear that their pizza is always burnt.",Tapestry,"69 Kilmarnock St Boston, MA 02215"
5,"Went before a concert at Fenway. Sat at the bar and had phenomenal service. Bartender was friendly, helpful, and never left our glasses empty! Ordered nachos and a pizza and it was delicious. The atmosphere of Tapestry made us feel incredibly welcome and comfortable. It was our first time here and we will definitely come back.",Tapestry,"69 Kilmarnock St Boston, MA 02215"
1,"I came here for a friend's surprise birthday party. A bartender told me my ID was fake and asked if I had something else with my name on it, so I provided a school ID, multiple credit cards, health insurance card, checkbook, etc. He said he still couldn't serve me drinks. I asked to speak to a manager and was directed to a woman sitting at the bar. She was annoyed that I was interrupting her evening with friends, but how is that my fault when your staff directed me to you? I calmly explained the situation, and she was dismissive and kept talking about how she's not working. A few of my friends who had experienced the same treatment at the bar came around and multiple people were talking at once, but the situation escalated when she jumped up from chair, got in my face, and yelled ""OK BITCH! GET THE FUCK OUT OF HERE!"" How professional. It took everything I had not to react physically (read: slap the shit out of her) with her finger pointed in my face so aggressively. Needless to say, I would not recommend this place. The hostess was very nice and apologized to us on our way out.",Tapestry,"69 Kilmarnock St Boston, MA 02215"
4,"May be the only restaurant that accepted a last moment reservation for after a red Sox game. We were worried because we had guests from Japan. Swift game and we were seated in the Club Room right away. Though service started out slowly, but caught on eventually. Deviled eggs, green curry escargot, bigoli pasta, crispy trout, gnocchi ...Then we found out that the club room does not serve any of the pizzas due to the kitchen space constraints. Â We begged and really appreciate that we were served a few pizzas. And I have to admit, the pizzas as well as the other dishes are worth a return.",Tapestry,"69 Kilmarnock St Boston, MA 02215"
2,"I rarely say this, but this pizza was too burnt. I love a good char on a pizza, but this one was just straight up overcooked and the bottom of the pizza was all black. i think the actual toppings and sauce and cheese were good, but the handling of pizza was just amateur. an amateur move on my part, ordering the calamari thinking it would be fried. don't make the same mistake as me haha! don't think i'll be back again since i mainly came for the pizza and outside of that nothing else on the menu seemed interesting enough to order.",Tapestry,"69 Kilmarnock St Boston, MA 02215"
1,Not a pleasant impression to be had after experiencing management's Â unprofessional and outright offensive behavior toward guests.,Tapestry,"69 Kilmarnock St Boston, MA 02215"
2,"**BRUNCH REVIEW**I was really excited to try this place out for brunch because of all the good reviews and I was so disappointed...They have a really nice interior, with a small outside patio. There's board games and shuffleboard and other fun things. Went for Sunday brunch and there didn't seem like there was many people but service was still so slow. Took forever for my friends to get their drinks. They give you bottles of water for the table. Our waitress took our empty bottle and never came back with it filled. And whenever the waitress came by, she barely looks at us so it was difficult to get her attention.I had high hopes for the food. But after seeing my food when it arrived, I was so disappointed, especially since everything on the menu isn't cheap and over $10. I came here really wanting to try their Smoked Salmon Pizza that I saw on their online menu. But They didn't even have it on their menu today.**FOOD**RED QUINOA - this sounded good on the menu. Said it was gunna have quinoa, avocados, scrambled eggs and some veggies. I was imagining a small breakfast bowl with some toast. My small, sad little plate came out with a big green gloop with some quinoa mixed in. The veggies were on the side with 2 unripe slices of avocado. I was literally so confused when I saw my plate. Where are the scrambled eggs? I guess it was mixed into the green mush which is supposed to have walnut pesto. The mush did not taste like eggs or pesto. It was SO bland. Might as well have eaten straight up plain quinoa. The charred broccoli was good and that was about it. And there was no toast to go with this. $14 LOLGREEN SHAKSHUKA- my friend go this and I didn't get a chance to try it. I've had Shakshuka before and it's delicious. This was green Shakshuka and I have no idea what that is but it looked just as sad as my red Quinoa plate. It did not come in a griddle they usually do. It was a small plate with an attractive blob of what looked like scrambled eggs with mixed in. At least this dish came with toast.SHISHITO PIZZA- this was actual pretty good. Mostly because you can't mess up pizza. They do have an actual pizza oven in the kitchen. Â Shishito is apparently some kind of green pepper. Had shishito, potato slices and prosciutto. POTATOS (side) - probably my favorite thing we ordered. Literally just a side of potato's with some aoili sauce. It's small round potato's but they make it really crispy on the outside. Â Maybe their other stuff is good. But if you try this place out, ask the waitress what everything is before you order anything. Don't assume things like I did because it was definitely NOT worth paying what we paid for the food we got.",Tapestry,"69 Kilmarnock St Boston, MA 02215"
4,"Closer to a 3.5 star, but rounding up cuz I'm feeling generous. The corned beef hash breakfast toast didn't disappoint, but the small portions left a bit to be desired especially for the price. The pancakes and other sweet items looked more substantial. My iced coffee was also served in a plastic water cup striking me as a bit odd. Fantastic location and good service. Would probably come again.",The Paramount,"44 Charles St Boston, MA 02114"
3,"Boston was a one night stop for our family trip, unfortunately. Â BUT....we all hate seafood.  I know, why come to Boston?!? Â Um, History, Family, and to hopefully find other great eats. We came here for dinner after seeing they had a food option for vegetarians. First of, it was confusing. Â There was a sign that says ""Order Here"". When we went to that sign, the waitress seemed frustrated with us. Â So she rushed us to a table and walked away. Â From that point forward she just seemed mad at us. Â I get people have horribly hard days in the food service industry. Â I made sure we all had our orders ready when she came back. We ordered and waited for more water. Â It was so damn hot out. Â Like 89 without the heat index, and we were walking that ALL DAY. Â We ordered more than just water, but seriously, we were going through it so fast, just bring a pitcher or carafe. Â The place wasn't full by any means. Â  Â I had the steak frites, which was delicious. Â I would have licked the plate if my spouse didn't give me the ""don't do it eyes"". Â Kids chicken tenders were ""fine"", they said. Â Friend had a burger that was ""ok"". Â We also had a salad that was rated as ""fine"". Â So, I guess if you are going, get the steak frites. And maybe go with a group of people who aren't exhausted from walking the Freedom Trail all day.",The Paramount,"44 Charles St Boston, MA 02114"
1,"The entire trip, Sonya and I pysched ourselves up for nutella waffles. Having heard the lines can be quite long on the weekends, we opted to visit around 8:30 on a Monday morning.We were greeted and told to wait in line to order. You cannot save a table - you have to order first, then they will seat you. We thought for sure we'd be stuck without a table because of the amount of people ahead of us, but apparently the turnover is fast enough that it wasn't a problem. The line was still a bit long and wrapped around the really tight area, thus blocking the two bathrooms. We watched them cook as we waited, and I'll say they work rather quickly. We were about 10th in line, but still waited about 15 minutes before being able to order.Because we apparently share a brain, Sonya and I placed identical orders for the nutella waffles with strawberries, but no bananas. But once our food arrived, the excitement gave way to disappointment. The strawberries had clearly been frozen (they hadn't entirely thawed), and the nutella looked just like Hershey's syrup... it was quite thin and barely tasted like nutella. Though we didn't want to mix nutella with syrup, the waffles were just too dry so we used the syrup on the table. The waffles themselves were bland and a bit dense, not the fluffy kind I was hoping for.This was mediocre food... and we waited in a line for it. Sonya put it perfectly at the end of our meal: ""I want a re-do of our breakfast.""",The Paramount,"44 Charles St Boston, MA 02114"
4,"The Paramount is pretty much as good as it gets. Â They have a great policy of ordering first then finding a table and I can tell it worked because we didn't have to wait at all. Â They're great at getting people their food quick and quickly cleaning up tables. Food: Brioche French toast 5/5Fruit salad- 4/5Corned Beef Hash- 3/5 Avocado Toast with Ham- 4/5I was a bit disappointed at the corned beef hash because it was a bland, I ended up using a ton of hot sauce on it. Â The best part was definitely the french toast, the second you order these puppies the chef takes the bread and dips them in the egg batter to get started. Â It was awesome!The service was great, they ushered people in and cleaned up tables as fast as possible to make sure everyone gets a seat. Â Definitely a hot tourist spot, but worth it to make the trip.",The Paramount,"44 Charles St Boston, MA 02114"
4,"Our trip to Boston started with the Paramount. The first place we stopped and visited when we got here. Walked almost a mile from our hotel to get here. The line was out the door. Some of the seating in here is intertwined with the line to order your food. Â The line goes all the back into the restaurant and wraps itself in itself. Literally. Â How these guys keep everything in order? No clue. The chefs taking orders never stop. Order after order after order. And somehow, they keep it all together. Very impressive. The staff is nice. Although the entire operation is a mess, they keep their cool and get things done the right way. Everything is priced fair. Â If something has their ""smoked feta"" then I recommend you order it. Knowing what I know now, would I wait that long again for this place? Probably not. Â The wait can get long. Our line was right up to the front door and we waited almost 25 min to order. I'd come back if the wait wasn't too long.",The Paramount,"44 Charles St Boston, MA 02114"
5,I love love love this place! Some coworkers suggested we come here but I've never heard of it before. Their gluten free waffle was amazing! The price gets a little pricey with toppings which is understandable considering how much they loaded my waffle with strawberries. GF Waffle with no strawberries wouldn't been $8. They are set up a little different then most restaurants. You walk in to place your order and pay then you set down. By the time you set down and get yourself situated your food is being bought to you. Very effective process. Will be back soon!,The Paramount,"44 Charles St Boston, MA 02114"
4,"Waited about 45 minutes on a Sunday to get in for brunch, so not too bad. I tried:+ sweet potato fries+ fruit salad+ huevos rancheros+ side of turkey bacon+ avocado sunriseEverything was delicious and the prices are reasonable. Definitely worth the wait!",The Paramount,"44 Charles St Boston, MA 02114"
2,"Got here with my party of 4 around 10:30am on a Saturday.I always wondered what it would be like to eat on a submarine with 300 grumpy and hung over sailors. Now I know.This place was super-cramped, hot and uncomfortable. Also, it was a bit pricey for just a cramped diner experience. Could not wait to escape this place.Food quality was very basic. Recommend that you skip this.",The Paramount,"44 Charles St Boston, MA 02114"
5,Found this worth the wait for breakfast. Get there early as possible. Their seating process works well but it's a teeny tiny space. Boston cream pancakes and caramel French toast were both delicious and EVERYTHING looked great.,The Paramount,"44 Charles St Boston, MA 02114"
4,"Overall: Great food with decent prices, Paramount is a go-to diner experience!The good: The place has a charm and charisma with the rush and amount of people all packed into one tiny place.Typical diner fashion with the cooks right there in front of you when you order. Â The menu is large and well-varied between savory or sweet options. More importantly, though, the food was great. Hot, well-portioned, and a great combination of flavors.The not-so-good: The line can get incredibly long, it probably took us 20 minutes to order, and when we left it was even longer. The restaurant is cozy, but that means when it's crowded there's not a lot of room to navigate.That also means that it's loud with all the people and chaos.Atmosphere: 8/10Service: 8/10Food: 8/10",The Paramount,"44 Charles St Boston, MA 02114"
3,"As a person who loves dining at places with a bit of history, it was a no brainer for me to try this 85 year old breakfast joint. This place was a hot topic on Boston food blogs and came recommended by several of the Uber drivers I met. I ordered the Boston Cream Pancakes with a side of scrambled eggs and sausage. The pancakes tasted exactly as it sounds like a Boston Cream Pie! I thought it tasted great! The eggs were simple and the sausage was decent. The portion size was huge. My fiancÃ© ordered the corned beef hash with scrambled eggs. The corned beef hash although was a large size portion it was not the greatest tasting. If you are a corned beef hash enthusiast you will likely not like it. The place was fairly expensive for a breakfast stop. Without even ordering drinks the above meal costed $46. The ambiance was very crowded. Although it does have a nice flow allowing you to find a spot to eat, you will likely be rubbing elbows with customers waiting in line while you are eating your breakfast. The customer service was fair and so was the cleanliness. In my opinion, this is a place you try once for the experience.",The Paramount,"44 Charles St Boston, MA 02114"
5,"Brendan and Becca:Made a quick pitstop into The Paramount on Charles St. in late morning. Upon entering, you are immediately struck by small town diner charm. They have an interesting: order first, pick up your food, and then get ushered to a seat by a host/hostess system - kind of bewildering at first if you don't know the gig, but in sitting there for just 10 minutes you learn that they've got it down to a science and keep the restaurant pretty high throughput. We both chose lunch sandwiches, but it was a close call because the breakfast options they were still offering were pretty enticing. I had a Mediterranean inspired chicken and mozz with pesto sandwich. It was a well-portioned, well-executed sandwich. Wouldn't change a thing about it. She had a chicken salad wrap with french fries. Also well-executed and very enjoyable. Definitely will be back to try more of their delicious looking breakfast options. Would definitely recommend to a friend.",The Paramount,"44 Charles St Boston, MA 02114"
5,"My husband chose this location for breakfast before our walk to the public garden. Upon entering, I noticed the long line and I saw only booth. So I was about to walk to go save it, but at the same time we were politely told to wait in line to order/pay and then be seated. So we gave it a go. The line was a double line and very cramped but once you get to the counter you watch them cook your food in front of you. We waited for a minute or 2 and we were surpisngly seated. The system works. It seemed to push some people away, but give it a go! You will be surprised. We ordered the caramel & bananas french toast and cinnamon french toast with nutella, strawberries and bananas. The sizes are HUGE and they are DELICIOUS! The line goes by at a decent pace so don't let it scare you away as I almost was. This was at about 9AM on a Sunday. We would LOVE to return!",The Paramount,"44 Charles St Boston, MA 02114"
5,"Definitely not what you expect when you think of brunch with this unorthodox seating arrangement, but let me tell you this place is worth the experience. You are immediately ungulfed with the smells of breakfast as you enter and make your way to the 'order here' sign, and it only gets stronger as you approach the kitchen. Best part about it all is the interaction you get with the chef as you yell out your order from the middle of a hangry mob. Then as the procession of the single file line continues down the window between you and the food, you feel the heat of grill as your eggs are cracked into it's surface; you taste the hit of paprika in the air as the homes fries are dressed; and you melt as the butter is spread on the bread. Not soon enough to plow through the plate of food you are seated and everything is right with the world again as you enjoy breakfast and coffee.",The Paramount,"44 Charles St Boston, MA 02114"
5,"A diner-feel small spot, quick service, many options of brunch foods (eggs, omelets, toasts, pancakes, waffles, sandwiches, burgers). Everyone will have something they will enjoy here, and it will not disappoint. The breakfast special wasn't anything particularly special, but I will be coming back for the omelets and waffles!",The Paramount,"44 Charles St Boston, MA 02114"
3,"I'm a fan of the food, for sure. My husband and I came on a lovely spring Saturday early afternoon and the first thing we noticed was the long line. Well, if THAT many people like it, it must be good right? We decided to take a chance. We didn't realize their seating policy until we got inside. The seating policy is that you don't sit until you get your food, and when you are ready to sit there will most likely be a table open. So basically you are waiting in line for a long time (for us it was, no joke, close to 40 minutes) and then not 100% guaranteed a seat, though for the most part we realized there was always a table open when needed. Seems risky tho! While you are waiting in line, you're trying not to bump the people eating and constantly needing to squeeze out of the way of the servers. The staff clearly has a system down that seemed to be efficient, but I think on any day less than a Saturday early afternoon it would have been much less chaotic and cramped and the whole experience a little more enjoyable.The good part is the good is VERY yummy. I had the avocado sunrise open-faced toast and my husband had the chorizo omelette. Both tasted great and were flavorful and colorful. We felt like we had to eat quickly, though, because we knew there were so many more people waiting to get a seat. We didn't talk much when we ate. We had done most of our talking in line and were too hungry to talk when we sat down to eat! Â Overall, I probably wouldn't come back here, at least not on a weekend. But I would recommend trying this place if you're in the area on a weekday morning or early afternoon because the food really is good.",The Paramount,"44 Charles St Boston, MA 02114"
5,"Amazing. Simply amazing. Been coming here for years and the huevos rancheros never disappoint. The tortillas are hot, the eggs are perfectly fried, and the mix of beans and potatoes and avocado mix perfectly. The line is long as you know, but I really love their unique way of getting everyone a table as soon as they have their food. It really works!Other than that, we split a burrata-tomato-avocado fried egg meal, which was heavenly. The burrata portion was huge, something you'd easily pay $15 for at a nice restaurant. It paired really well with the eggs and tomatoes. Must try! Especially with a nice mimosa to start the brunch off properly. Pros:ServiceHuevos rancherosFoodMimosas - strong pour for only $5Atmosphere - no frills, just foodCons:Long line can lead to a long wait. Pro tip: go get coffee from a nearby store before you get in line (or after haha) and enjoy it as you wait.",The Paramount,"44 Charles St Boston, MA 02114"
4,"Pretty cool, the main chef is REALLY good and fast. It's really intriguing watching him prep all the meals and he cooks them right in front of you. Once the food is ready and you pay for it, they open up a seat for you! The only issue is that the wait is really long on the weekend but that isn't the restaurants fault. The restaurant is also VERY tight, I mean it's so small that when it's busy you can't even stand in the line without touching each other which is kind of off putting but otherwise a great place!",The Paramount,"44 Charles St Boston, MA 02114"
5,"Yum. Loved this place in Boston. Really neat to see local people love this place, too.Enjoyed a bountiful breakfast on Fourth of July morning. Â The line was worth the wait and it went quickly due to the efficiency and coordination of Paramount's employees.We will return.",The Paramount,"44 Charles St Boston, MA 02114"
4,"I saw a yummy picture of french toast so that is all that I wanted to eat and that is all I am basing any judgment for this place off of.I went with multiple people who asked me easily... 7 times. ""What should I get"" my response each time, french toast. Guess what they ended up getting not french toast! Sorry, just had to vent really quick.French Toast was very good borderline great. I would go back to this place for french toast. Crispy exterior and a cushiony soft interior. Great flavor, only optimized with the caramel sauce and bananas. This would so much be the best breakfast dessert. Which it was. I highly recommend trying this.Potatoes were pretty terrible. Fresh, but not cooked well and they are huge without anything to make them special. Just salt and peppa.THE VERDICT:Going with a 4 for this place because I loved the french toast and I normally am not a big sweet french toast guy. Everything else I can't vouch for because I am a decent humanbeing with a conscience unfortunately.",The Paramount,"44 Charles St Boston, MA 02114"
4,"Great food and drinks at Ward 8. Came in after a Yelp reviewer mentioned it was near the city winery and since we were in the area how could I not try a new place. The duck drumsticks with sweet and spicy chili sauce were delicious and the French fries with bacon and cheese even more sinfully delicious. We shared the above but I ended my meal with the kale salad with a balsamic vinaigrette dressing that I substituted for the listed dressing. It was great. My friend ordered a different salad and I took one look and ordered mine instead, happy I did. The drinks were good, my friend ordered cocktails and I sipped wine and then ginger ale with bitters after the french fries hit home but for the Love of all things fried I'd do it again. Great place, the front is the bar area with a few scattered tables but the back is actually quite enticing with romantic mood lighting. It's also a great date night location without the quiet and/or expensive intimacy. After all it is a gastropub!!Go enjoy, bring your tums if your not used to unhealthy kind of delicious food. There are dinners to order that are healthy and good for you food. I'd return for dinner. The salmon and chicken dishes looked good. I'd return if in the area again. So happy I listened to the Yelp reviews. Thank you fellow Yelpers!",Ward 8,"90 N Washington St Boston, MA 02113"
5,"I don't want to leave a good review because this means more people will go there and it will be more crowded, but it's so good. Best cocktail bar, amazing food & overall good vibes!",Ward 8,"90 N Washington St Boston, MA 02113"
1,"There was a concert the night we visited and there were way too many people at the bar trying to get a drink before the concert. At my dining table, we had to shout just to barely hear each other it was so loud and overwhelming. Ward 8 should cap how many people they accept into their bar area. Additionally, when we went to use the bathroom, it was utterly disgusting. There was wetness all over the floor, a straw and lime in the sink, and a COCKTAIL GLASS in the toilet. We had a $200+ meal and that bathroom was worse than a porta-potty. But that is not even the worst part.About 3:30 AM after my dinner at Ward 8, I woke up to the worst food poisoning I have ever experienced. It was violent and lasted for 24 hours. I was throwing up, had major chills, a terrible headache, and a high fever. I called to let them know what had happened. The floor manager was very kind and apologetic and told me that she would talk to her GM to ensure they would compensate me for the issue. It has been 24 hours and I have still not received a call back.",Ward 8,"90 N Washington St Boston, MA 02113"
3,"Food and space was great, but wow, the staff was really trying hard to discourage us from spending our money there. We walked in and all the tables were empty, but the server that greeted us wouldn't let us sit at a table for drinks, but insisted we go to the bar. Even though it was 2:30PM and the place was totally empty. Then when we got a server, then wouldn't let us order for the bar, even though we were hoping to lighten her workload by ordering from the bar. Because the staff didn't seem to want us at a table because they didn't want to serve us just drinks. Finally she kept asking us repeatedly if we wanted more drinks, even though our glasses were still fairly full. We did end up order appetizers which were delicious, but the staff experience was subpar and I'd probably not come back.",Ward 8,"90 N Washington St Boston, MA 02113"
3,"This is an interesting restaurant, very modern and quaint. The waitstaff was attentive and friendly. I did not care for the odd, not so clean bathrooms with spray painted wells.For a meal I ordered the seared tuna sandwich. The sandwich was tasty but I'd opt to try something else in the future. The fries were legit, crispy and delicious. Everyone else seemed content with their lunches. Ward 8 was ok but I'm in no rush to return.",Ward 8,"90 N Washington St Boston, MA 02113"
5,"I have heard so many good things about Ward 8 and finally got to go there for lunch. The restaurant style reminded me of North End Oyster (come to find out they are owned by the same company). The bar is nice and centrally located in the restaurant. Our server, Eric, was very attentive and friendly. Our food came out very quickly and the sandwiches were great! We would definitely come back here for dinner and try some of their famously known cocktails!",Ward 8,"90 N Washington St Boston, MA 02113"
3,"I really wanted to love this place based on the mix of cuisines they offered, plus oysters and cool drink names, but it was just okay. Food:There just wasn't anything special about the food. The fries were pretty good but the oysters didn't taste very fresh. The duck wings were just okay. And the lobster roll, although surprisingly inexpensive, was fairly meh as well (nice touch is you can get one roll warm and the other cold if you want, although I tried one of each and was left unimpressed, especially with the warm one). My fiancÃ© got the ribeye and it was almost half fat, which was quite disappointing. Drinks:The names were very interesting and they sounded delicious. Unfortunately my drink was just okay (although it looked really neat!) but my fiancÃ©'s drink was very refreshing and delicious.Service:The service was probably the best part of the night. Our server was very attentive to details (especially for my fiancÃ©'s allergies). Decor:The place looked cool from the few pictures on yelp but inside it just looked like it was arranged very poorly with the tall, giant bar in the middle and then clusters of small tables on three sides of the room. You'll know what I mean if you check it out. Impression: I feel like it looks like a place I wouldn't mind sitting at the bar and grabbing the right drink and the right food; I just don't know what to really recommend, but it's probably one of the less expensive places in the area. I may gave it a shot again.",Ward 8,"90 N Washington St Boston, MA 02113"
5,Great brunch spots! Recommend the poached eggs over the salmon potato cakes and the bucket of bubbles with a variety of juices on the side. They also have great big salads,Ward 8,"90 N Washington St Boston, MA 02113"
4,They didn't have steak the day I went unfortunately. I got the half chicken instead and it was good. The tuna sandwich was a bit bland though. The servers were friendly but I found the service to be better than the food.,Ward 8,"90 N Washington St Boston, MA 02113"
4,"Overall: Solid drinks and attention to detail help Ward 8 stand out among other bars in the area.The good: A good bartender makes a huge difference no matter where you go, and we were lucky to be paired with one who asked for our taste preferences to recommend drinks. Then he crafted our choices and delivered some quality drinks (in my case, the Black Widow). And, they were effective, no skimping here. The presentation is also well done, from the glassware to the bar area and lighting.The not-so-good: By the time we were wrapping up, the atmosphere had changed quite a bit and was suddenly loud and busy, which was quite different from the low-key vibe when we entered. It was starting to get shoulder to shoulder. The music also changed to match that new vibe.Atmosphere: 8/10Service: 10/10Drinks: 9/10",Ward 8,"90 N Washington St Boston, MA 02113"
4,"I really like this place. I used to work near North Station and would sometimes go to Ward 8 for a nice lunch. What prompted a review now is that I went last weekend with a friend before the Janet Jackson concert at the Garden.It was a Sunday night and it was super busy at 7 PM. I'm glad I made a reservation! I'm thinking it was that busy because of the concert. Everyone pretty much cleared out at the same time. Kudos to them for playing Janet Jackson music all night. Ha!Downsides first because they are small - it can get very loud in there. With the number of people and the music, my friend and I were yelling at each other across our small table. It's also a little cramped in there and some weaving & waiting had to be done to get to and from the bathroom in the back. Lastly, it took a while to get the check. All pretty small things, which is why this place still gets 4 stars from me.The food is delish. I've never had a bad meal here. Last week specifically, I got the cobb salad with chicken. Now, I'm not a big salad fan. Or veggie fan. Or fan of healthy anything. Lol. Hence, the cobb salad versus one without bacon. BUT, it still made me feel good about myself to get something with green in it. Let me tell you that the salad was BOMB! I've had cobbs other places. This one was delicious. The chicken was plentiful, juicy and tender. The bacon and egg mixed in brought it all together. The amount of dressing was perfect - not too little, not too much. I would actually go back there just to get another salad (how weird!) :-)For a drink, I got the bees knees. I've also had this cocktail elsewhere, but somehow, the Ward 8 version was elevated. It was sweeter than other ones I've had. I had to hold myself back from ordering another one.All in all - this is a really good restaurant with tasty food and drink options and fresh ingredients. I'll keep coming back as long as they keep up the good work. Remember that reservation if there's an event at the Garden!",Ward 8,"90 N Washington St Boston, MA 02113"
3,"I really wanted to love this place but just couldn't. My boyfriend and I came here for his birthday dinner which slowly turned into ""gets get drinks and Â an appetizer instead.""We ordered the five layer dip and chips to start the evening. I can't have any dairy and asked beforehand if there was any dairy in the dip because it looked dairy free on the menu. The waitress said that there was sour cream in the guacamole and additional sour cream in the dip, both which I asked her to omit. She wrote down that I had a dairy allergy on her server notepad which I appreciated and about 15 minutes later we got the appetizer. It straight up looked like it was swimming in sour cream. After trying a bite, I confirmed that it was, in fact, sour cream and my boyfriend was kind enough to scoop all the sour cream out of the way so I could meagerly munch on the remaining dips on the bottom of the dish. It honestly took about another 15 minutes for the waitress to come and tell us that- oops, there is sour cream in the onion dip!For someone to note a food allergy and not follow through with the kitchen about it was very perplexing and disappointing as a person with dietary restrictions. The dip also wasn't anything special to write home about. If you have any dietary issues or would like raveworthy food in the North End, I would look elsewhere.",Ward 8,"90 N Washington St Boston, MA 02113"
3,Came here for some cocktails after dinner. The place was pretty crowded but we were lucky to find two seats at the bar. The bar tender was really nice and friendly but he was so swamped he was't able to even take our order for about 15min after we got seated. Once he finally got done with all the orders we got our orders in and our drinks within minutes. Drinks were great and really strong which I enjoyed. Atmosphere is loud and dark but great place to catch up over drinks.,Ward 8,"90 N Washington St Boston, MA 02113"
1,"Pathetic. Asked for 3 old fashioneds for my party of 4 and got a snotty reply saying ""what kind? The $30 kind?"" Aside from the insinuation that I couldn't afford a good drink, the bartender described herself as a ""b*tch after 11,"" and walked away. Shortly thereafter, I indicated to another bartender that I had been unable to obtain decent service from his colleague and asked again for 3 old fashioneds, immediately specifying the whiskey type this time. He refused to serve a member of my party who has a mental illness (but who is harmless, completely sober, and wasn't even going to be drinking alcohol), despite saying the member of my party seemed ""polite"" and despite me clearly ordering 3 drinks for a party of 4. We started to walk out and I noticed they had an air of humor about my party. I strongly expressed disappointment about how we were offended and left. I suspect they dislike customers who come by after the Garden, as they were quick to ask if we had been to a show. Kind of like the people who move next to a farm and complain about the smell. Except worse. Did I miss the memo? Is this place a cocktail bar affiliate of Dick's Last Resort? If so, you need a new business model. If not, you need new bartenders. We went to a competing bar and spent $250 where we received no additional insults from unctuous hipsters.",Ward 8,"90 N Washington St Boston, MA 02113"
4,"One of the better food options around north station. I Â normally come here for lunch. I would recommend their duck wings and roast beef sandwiches. But to avoid food coma, salads are my go to. They are normally chopped up and well seasoned. Avocado salad might look very underwhelming but mixed herbs added layers of flavor, carrots and sesame seeds give it an additional crunch. It's quite filling without adding protein.",Ward 8,"90 N Washington St Boston, MA 02113"
2,"Restaurant was trendy, the atmosphere was good. No ac...on a hot summer day couldn't even stand to be in the restaurant. Food looked good on yelp...",Ward 8,"90 N Washington St Boston, MA 02113"
